ENSG00000005893,P13473,LAMP2_HUMAN,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b),LAMP2,1
ENSG00000145354,Q8N5K1,CISD2_HUMAN,CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1),ZCD2,496
ENSG00000145715,P20936,RASA1_HUMAN,Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP),RASA1,497
ENSG00000145715,P20936,RASA1_HUMAN,Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP),GAP,498
ENSG00000145715,P20936,RASA1_HUMAN,Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP),RASA,499
ENSG00000146085,P22033,MUTA_HUMAN,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",MUT,500
ENSG00000146678,P08833,IBP1_HUMAN,Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12),IGFBP1,501
ENSG00000146678,P08833,IBP1_HUMAN,Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12),IBP1,502
ENSG00000147130,Q14202,ZMYM3_HUMAN,Zinc finger MYM-type protein 3 (Zinc finger protein 261),ZMYM3,503
ENSG00000147130,Q14202,ZMYM3_HUMAN,Zinc finger MYM-type protein 3 (Zinc finger protein 261),DXS6673E,504
ENSG00000147130,Q14202,ZMYM3_HUMAN,Zinc finger MYM-type protein 3 (Zinc finger protein 261),KIAA0385,505
ENSG00000147130,Q14202,ZMYM3_HUMAN,Zinc finger MYM-type protein 3 (Zinc finger protein 261),ZNF261,506
ENSG00000147257,P51654,GPC3_HUMAN,Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Secreted glypican-3],GPC3,507
ENSG00000147257,P51654,GPC3_HUMAN,Glypican-3 (GTR2-2) (Intestinal protein OCI-5) (MXR7) [Cleaved into: Secreted glypican-3],OCI5,508
ENSG00000147383,Q15738,NSDHL_HUMAN,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)",NSDHL,509
ENSG00000147383,Q15738,NSDHL_HUMAN,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)",H105E3,510
ENSG00000147573,Q9BYV6,TRI55_HUMAN,Tripartite motif-containing protein 55 (Muscle-specific RING finger protein 2) (MuRF-2) (MuRF2) (RING finger protein 29),TRIM55,511
ENSG00000147573,Q9BYV6,TRI55_HUMAN,Tripartite motif-containing protein 55 (Muscle-specific RING finger protein 2) (MuRF-2) (MuRF2) (RING finger protein 29),MURF2,512
ENSG00000147573,Q9BYV6,TRI55_HUMAN,Tripartite motif-containing protein 55 (Muscle-specific RING finger protein 2) (MuRF-2) (MuRF2) (RING finger protein 29),RNF29,513
ENSG00000147889,Q8N726,ARF_HUMAN,Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p14ARF),CDKN2A,514
ENSG00000147889,Q8N726,ARF_HUMAN,Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p14ARF),CDKN2,515
ENSG00000147889,Q8N726,ARF_HUMAN,Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p14ARF),MLM,516
ENSG00000148180,P06396,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,517
ENSG00000148400,P46531,NOTC1_HUMAN,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],NOTCH1,518
ENSG00000148400,P46531,NOTC1_HUMAN,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],TAN1,519
ENSG00000148660,Q13555,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),CAMK2G,520
ENSG00000148660,Q13555,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),CAMK,521
ENSG00000148660,Q13555,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),CAMK-II,522
ENSG00000148660,Q13555,KCC2G_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17),CAMKG,523
ENSG00000149541,O94766,B3GA3_HUMAN,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)",B3GAT3,524
ENSG00000149596,Q9BR39,JPH2_HUMAN,Junctophilin-2 (JP-2) (Junctophilin type 2),JPH2,525
ENSG00000149596,Q9BR39,JPH2_HUMAN,Junctophilin-2 (JP-2) (Junctophilin type 2),JP2,526
ENSG00000150893,Q5SZK8,FREM2_HUMAN,FRAS1-related extracellular matrix protein 2 (ECM3 homolog),FREM2,527
ENSG00000151067,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACNA1C,528
ENSG00000151067,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACH2,529
ENSG00000151067,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACN2,530
ENSG00000151067,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACNL1A1,531
ENSG00000151067,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CCHL1A1,532
ENSG00000151498,Q9UKU7,ACAD8_HUMAN,"Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.99.-) (Activator-recruited cofactor 42 kDa component) (ARC42) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)",ACAD8,533
ENSG00000151498,Q9UKU7,ACAD8_HUMAN,"Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.99.-) (Activator-recruited cofactor 42 kDa component) (ARC42) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)",ARC42,534
ENSG00000151498,Q9UKU7,ACAD8_HUMAN,"Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.99.-) (Activator-recruited cofactor 42 kDa component) (ARC42) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)",IBD,535
ENSG00000151552,P09417,DHPR_HUMAN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),QDPR,536
ENSG00000151552,P09417,DHPR_HUMAN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),DHPR,537
ENSG00000151552,P09417,DHPR_HUMAN,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),SDR33C1,538
ENSG00000151617,P25101,EDNRA_HUMAN,Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR),EDNRA,539
ENSG00000151617,P25101,EDNRA_HUMAN,Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR),ETA,540
ENSG00000151617,P25101,EDNRA_HUMAN,Endothelin-1 receptor (Endothelin receptor type A) (ET-A) (ETA-R) (hET-AR),ETRA,541
ENSG00000151929,O95817,BAG3_HUMAN,BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1),BAG3,542
ENSG00000151929,O95817,BAG3_HUMAN,BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1),BIS,543
ENSG00000152223,Q9HCE0,EPG5_HUMAN,Ectopic P granules protein 5 homolog,EPG5,544
ENSG00000152223,Q9HCE0,EPG5_HUMAN,Ectopic P granules protein 5 homolog,KIAA1632,545
ENSG00000152234,P25705,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5F1A,546
ENSG00000152234,P25705,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5A,547
ENSG00000152234,P25705,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5A1,548
ENSG00000152234,P25705,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5AL2,549
ENSG00000152234,P25705,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATPM,550
ENSG00000152495,Q16566,KCC4_HUMAN,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),CAMK4,551
ENSG00000152495,Q16566,KCC4_HUMAN,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),CAMK,552
ENSG00000152495,Q16566,KCC4_HUMAN,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),CAMK-GR,553
ENSG00000152495,Q16566,KCC4_HUMAN,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),CAMKIV,554
ENSG00000152661,P17302,CXA1_HUMAN,Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein),GJA1,555
ENSG00000152661,P17302,CXA1_HUMAN,Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein),GJAL,556
ENSG00000152818,P46939,UTRO_HUMAN,Utrophin (Dystrophin-related protein 1) (DRP-1),UTRN,557
ENSG00000152818,P46939,UTRO_HUMAN,Utrophin (Dystrophin-related protein 1) (DRP-1),DMDL,558
ENSG00000152818,P46939,UTRO_HUMAN,Utrophin (Dystrophin-related protein 1) (DRP-1),DRP1,559
ENSG00000153132,O14967,CLGN_HUMAN,Calmegin,CLGN,560
ENSG00000154358,Q5VST9,OBSCN_HUMAN,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),OBSCN,561
ENSG00000154358,Q5VST9,OBSCN_HUMAN,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),KIAA1556,562
ENSG00000154358,Q5VST9,OBSCN_HUMAN,Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK),KIAA1639,563
ENSG00000155657,Q8WZ42,TITIN_HUMAN,Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14),TTN,564
ENSG00000155903,Q15283,RASA2_HUMAN,Ras GTPase-activating protein 2 (GTPase-activating protein 1m) (GAP1m),RASA2,565
ENSG00000155903,Q15283,RASA2_HUMAN,Ras GTPase-activating protein 2 (GTPase-activating protein 1m) (GAP1m),GAP1M,566
ENSG00000155903,Q15283,RASA2_HUMAN,Ras GTPase-activating protein 2 (GTPase-activating protein 1m) (GAP1m),RASGAP,567
ENSG00000155906,Q9NWS8,RMND1_HUMAN,Required for meiotic nuclear division protein 1 homolog,RMND1,568
ENSG00000155906,Q9NWS8,RMND1_HUMAN,Required for meiotic nuclear division protein 1 homolog,C6orf96,569
ENSG00000155962,O15247,CLIC2_HUMAN,Chloride intracellular channel protein 2 (XAP121),CLIC2,570
ENSG00000155974,Q9Y3R0,GRIP1_HUMAN,Glutamate receptor-interacting protein 1 (GRIP-1),GRIP1,571
ENSG00000157184,P23786,CPT2_HUMAN,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",CPT2,572
ENSG00000157184,P23786,CPT2_HUMAN,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",CPT1,573
ENSG00000157259,Q8WUU5,GATD1_HUMAN,GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein),GATAD1,574
ENSG00000157259,Q8WUU5,GATD1_HUMAN,GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein),ODAG,575
ENSG00000157764,P15056,BRAF_HUMAN,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),BRAF,576
ENSG00000157764,P15056,BRAF_HUMAN,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),BRAF1,577
ENSG00000157764,P15056,BRAF_HUMAN,Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1),RAFB1,578
ENSG00000158125,P47989,XDH_HUMAN,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],XDH,579
ENSG00000158125,P47989,XDH_HUMAN,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],XDHA,580
ENSG00000159251,P68032,ACTC_HUMAN,"Actin, alpha cardiac muscle 1 (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]",ACTC1,581
ENSG00000159251,P68032,ACTC_HUMAN,"Actin, alpha cardiac muscle 1 (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]",ACTC,582
ENSG00000159335,P20962,PTMS_HUMAN,Parathymosin,PTMS,583
ENSG00000159459,Q8IWV7,UBR1_HUMAN,E3 ubiquitin-protein ligase UBR1 (EC 2.3.2.27) (N-recognin-1) (RING-type E3 ubiquitin transferase UBR1) (Ubiquitin-protein ligase E3-alpha-1) (Ubiquitin-protein ligase E3-alpha-I),UBR1,584
ENSG00000160789,P02545,LMNA_HUMAN,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)],LMNA,585
ENSG00000160789,P02545,LMNA_HUMAN,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)],LMN1,586
ENSG00000162430,Q9NZV5,SELN_HUMAN,Selenoprotein N (SelN),SELENON,587
ENSG00000162430,Q9NZV5,SELN_HUMAN,Selenoprotein N (SelN),SELN,588
ENSG00000162430,Q9NZV5,SELN_HUMAN,Selenoprotein N (SelN),SEPN1,589
ENSG00000162614,Q0ZGT2,NEXN_HUMAN,Nexilin (F-actin-binding protein) (Nelin),NEXN,590
ENSG00000162642,Q8N6N3,CA052_HUMAN,UPF0690 protein C1orf52 (BCL10-associated gene protein),C1orf52,591
ENSG00000162642,Q8N6N3,CA052_HUMAN,UPF0690 protein C1orf52 (BCL10-associated gene protein),BAG,592
ENSG00000162642,Q8N6N3,CA052_HUMAN,UPF0690 protein C1orf52 (BCL10-associated gene protein),GM117,593
ENSG00000162688,P35573,GDE_HUMAN,"Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]",AGL,594
ENSG00000162688,P35573,GDE_HUMAN,"Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]",GDE,595
ENSG00000163053,Q7RTX9,MOT14_HUMAN,Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14),SLC16A14,596
ENSG00000163053,Q7RTX9,MOT14_HUMAN,Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14),MCT14,597
ENSG00000163069,Q16585,SGCB_HUMAN,Beta-sarcoglycan (Beta-SG) (43 kDa dystrophin-associated glycoprotein) (43DAG) (A3b),SGCB,598
ENSG00000163170,Q53S33,BOLA3_HUMAN,BolA-like protein 3,BOLA3,599
ENSG00000163599,P16410,CTLA4_HUMAN,Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152),CTLA4,600
ENSG00000163599,P16410,CTLA4_HUMAN,Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152),CD152,601
ENSG00000163687,Q13609,DNSL3_HUMAN,Deoxyribonuclease gamma (DNase gamma) (EC 3.1.21.-) (DNase I homolog protein DHP2) (Deoxyribonuclease I-like 3) (DNase I-like 3) (Liver and spleen DNase) (LS-DNase) (LSD),DNASE1L3,602
ENSG00000163687,Q13609,DNSL3_HUMAN,Deoxyribonuclease gamma (DNase gamma) (EC 3.1.21.-) (DNase I homolog protein DHP2) (Deoxyribonuclease I-like 3) (DNase I-like 3) (Liver and spleen DNase) (LS-DNase) (LSD),DHP2,603
ENSG00000163687,Q13609,DNSL3_HUMAN,Deoxyribonuclease gamma (DNase gamma) (EC 3.1.21.-) (DNase I homolog protein DHP2) (Deoxyribonuclease I-like 3) (DNase I-like 3) (Liver and spleen DNase) (LS-DNase) (LSD),DNAS1L3,604
ENSG00000164107,P61296,HAND2_HUMAN,"Heart- and neural crest derivatives-expressed protein 2 (Class A basic helix-loop-helix protein 26) (bHLHa26) (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND)",HAND2,605
ENSG00000164107,P61296,HAND2_HUMAN,"Heart- and neural crest derivatives-expressed protein 2 (Class A basic helix-loop-helix protein 26) (bHLHa26) (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND)",BHLHA26,606
ENSG00000164107,P61296,HAND2_HUMAN,"Heart- and neural crest derivatives-expressed protein 2 (Class A basic helix-loop-helix protein 26) (bHLHa26) (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND)",DHAND,607
ENSG00000164111,P08758,ANXA5_HUMAN,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),ANXA5,608
ENSG00000164111,P08758,ANXA5_HUMAN,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),ANX5,609
ENSG00000164111,P08758,ANXA5_HUMAN,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),ENX2,610
ENSG00000164111,P08758,ANXA5_HUMAN,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),PP4,611
ENSG00000164458,O15178,BRAC_HUMAN,Brachyury protein (Protein T),T,612
ENSG00000164692,P08123,CO1A2_HUMAN,Collagen alpha-2(I) chain (Alpha-2 type I collagen),COL1A2,613
ENSG00000165060,Q16595,FRDA_HUMAN,"Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]",FXN,614
ENSG00000165060,Q16595,FRDA_HUMAN,"Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]",FRDA,615
ENSG00000165060,Q16595,FRDA_HUMAN,"Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]",X25,616
ENSG00000165240,Q04656,ATP7A_HUMAN,Copper-transporting ATPase 1 (EC 3.6.3.54) (Copper pump 1) (Menkes disease-associated protein),ATP7A,617
ENSG00000165240,Q04656,ATP7A_HUMAN,Copper-transporting ATPase 1 (EC 3.6.3.54) (Copper pump 1) (Menkes disease-associated protein),MC1,618
ENSG00000165240,Q04656,ATP7A_HUMAN,Copper-transporting ATPase 1 (EC 3.6.3.54) (Copper pump 1) (Menkes disease-associated protein),MNK,619
ENSG00000165392,Q14191,WRN_HUMAN,"Werner syndrome ATP-dependent helicase (EC 3.6.4.12) (DNA helicase, RecQ-like type 3) (RecQ3) (Exonuclease WRN) (EC 3.1.-.-) (RecQ protein-like 2)",WRN,620
ENSG00000165392,Q14191,WRN_HUMAN,"Werner syndrome ATP-dependent helicase (EC 3.6.4.12) (DNA helicase, RecQ-like type 3) (RecQ3) (Exonuclease WRN) (EC 3.1.-.-) (RecQ protein-like 2)",RECQ3,621
ENSG00000165392,Q14191,WRN_HUMAN,"Werner syndrome ATP-dependent helicase (EC 3.6.4.12) (DNA helicase, RecQ-like type 3) (RecQ3) (Exonuclease WRN) (EC 3.1.-.-) (RecQ protein-like 2)",RECQL2,622
ENSG00000165671,Q96L73,NSD1_HUMAN,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (H4-K20-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)",NSD1,623
ENSG00000165671,Q96L73,NSD1_HUMAN,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (H4-K20-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)",ARA267,624
ENSG00000165671,Q96L73,NSD1_HUMAN,"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (H4-K20-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)",KMT3B,625
ENSG00000165699,Q92574,TSC1_HUMAN,Hamartin (Tuberous sclerosis 1 protein),TSC1,626
ENSG00000165699,Q92574,TSC1_HUMAN,Hamartin (Tuberous sclerosis 1 protein),KIAA0243,627
ENSG00000165699,Q92574,TSC1_HUMAN,Hamartin (Tuberous sclerosis 1 protein),TSC,628
ENSG00000165731,P07949,RET_HUMAN,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],RET,629
ENSG00000165731,P07949,RET_HUMAN,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],CDHF12,630
ENSG00000165731,P07949,RET_HUMAN,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],CDHR16,631
ENSG00000165731,P07949,RET_HUMAN,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],PTC,632
ENSG00000165731,P07949,RET_HUMAN,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],RET51,633
ENSG00000166147,P35555,FBN1_HUMAN,Fibrillin-1 [Cleaved into: Asprosin],FBN1,634
ENSG00000166147,P35555,FBN1_HUMAN,Fibrillin-1 [Cleaved into: Asprosin],FBN,635
ENSG00000166484,Q13164,MK07_HUMAN,Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5),MAPK7,636
ENSG00000166484,Q13164,MK07_HUMAN,Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5),BMK1,637
